# E (eV)  dos(E)    pdos(E)
 -10.727  0.126E-02  0.124E-02
 -10.717  0.325E-02  0.319E-02
 -10.707  0.805E-02  0.791E-02
 -10.697  0.192E-01  0.188E-01
 -10.687  0.438E-01  0.430E-01
 -10.677  0.961E-01  0.944E-01
 -10.667  0.202E+00  0.199E+00
 -10.657  0.410E+00  0.403E+00
 -10.647  0.797E+00  0.783E+00
 -10.637  0.149E+01  0.146E+01
 -10.627  0.267E+01  0.262E+01
 -10.617  0.459E+01  0.451E+01
 -10.607  0.759E+01  0.746E+01
 -10.597  0.121E+02  0.118E+02
 -10.587  0.184E+02  0.180E+02
 -10.577  0.269E+02  0.264E+02
 -10.567  0.377E+02  0.371E+02
 -10.557  0.509E+02  0.500E+02
 -10.547  0.658E+02  0.647E+02
 -10.537  0.817E+02  0.803E+02
 -10.527  0.974E+02  0.957E+02
 -10.517  0.111E+03  0.109E+03
 -10.507  0.122E+03  0.120E+03
 -10.497  0.129E+03  0.126E+03
 -10.487  0.130E+03  0.128E+03
 -10.477  0.126E+03  0.124E+03
 -10.467  0.117E+03  0.115E+03
 -10.457  0.104E+03  0.102E+03
 -10.447  0.891E+02  0.875E+02
 -10.437  0.731E+02  0.718E+02
 -10.427  0.575E+02  0.565E+02
 -10.417  0.434E+02  0.426E+02
 -10.407  0.314E+02  0.308E+02
 -10.397  0.218E+02  0.214E+02
 -10.387  0.145E+02  0.142E+02
 -10.377  0.924E+01  0.908E+01
 -10.367  0.565E+01  0.555E+01
 -10.357  0.332E+01  0.326E+01
 -10.347  0.187E+01  0.183E+01
 -10.337  0.101E+01  0.989E+00
 -10.327  0.520E+00  0.511E+00
 -10.317  0.258E+00  0.254E+00
 -10.307  0.123E+00  0.121E+00
 -10.297  0.559E-01  0.550E-01
 -10.287  0.245E-01  0.240E-01
 -10.277  0.102E-01  0.101E-01
 -10.267  0.412E-02  0.404E-02
 -10.257  0.159E-02  0.156E-02
 -10.247  0.586E-03  0.575E-03
 -10.237  0.207E-03  0.204E-03
 -10.227  0.704E-04  0.691E-04
 -10.217  0.229E-04  0.225E-04
 -10.207  0.715E-05  0.702E-05
 -10.197  0.214E-05  0.210E-05
 -10.187  0.613E-06  0.602E-06
 -10.177  0.168E-06  0.165E-06
 -10.167  0.444E-07  0.436E-07
 -10.157  0.112E-07  0.110E-07
 -10.147  0.271E-08  0.266E-08
 -10.137  0.597E-09  0.586E-09
 -10.127  0.866E-10  0.849E-10
 -10.117  0.637E-11  0.624E-11
 -10.107  0.000E+00  0.000E+00
 -10.097  0.000E+00  0.000E+00
 -10.087  0.000E+00  0.000E+00
 -10.077  0.000E+00  0.000E+00
 -10.067  0.000E+00  0.000E+00
 -10.057  0.000E+00  0.000E+00
 -10.047  0.000E+00  0.000E+00
 -10.037  0.000E+00  0.000E+00
 -10.027  0.000E+00  0.000E+00
 -10.017  0.000E+00  0.000E+00
 -10.007  0.000E+00  0.000E+00
  -9.997  0.000E+00  0.000E+00
  -9.987  0.000E+00  0.000E+00
  -9.977  0.000E+00  0.000E+00
  -9.967  0.000E+00  0.000E+00
  -9.957  0.000E+00  0.000E+00
  -9.947  0.000E+00  0.000E+00
  -9.937  0.000E+00  0.000E+00
  -9.927  0.000E+00  0.000E+00
  -9.917  0.000E+00  0.000E+00
  -9.907  0.000E+00  0.000E+00
  -9.897  0.000E+00  0.000E+00
  -9.887  0.000E+00  0.000E+00
  -9.877  0.000E+00  0.000E+00
  -9.867  0.000E+00  0.000E+00
  -9.857  0.000E+00  0.000E+00
  -9.847  0.000E+00  0.000E+00
  -9.837  0.000E+00  0.000E+00
  -9.827  0.000E+00  0.000E+00
  -9.817  0.000E+00  0.000E+00
  -9.807  0.000E+00  0.000E+00
  -9.797  0.000E+00  0.000E+00
  -9.787  0.000E+00  0.000E+00
  -9.777  0.000E+00  0.000E+00
  -9.767  0.000E+00  0.000E+00
  -9.757  0.000E+00  0.000E+00
  -9.747  0.000E+00  0.000E+00
  -9.737  0.000E+00  0.000E+00
  -9.727  0.000E+00  0.000E+00
  -9.717  0.000E+00  0.000E+00
  -9.707  0.000E+00  0.000E+00
  -9.697  0.000E+00  0.000E+00
  -9.687  0.000E+00  0.000E+00
  -9.677  0.000E+00  0.000E+00
  -9.667  0.000E+00  0.000E+00
  -9.657  0.000E+00  0.000E+00
  -9.647  0.000E+00  0.000E+00
  -9.637  0.000E+00  0.000E+00
  -9.627  0.000E+00  0.000E+00
  -9.617  0.000E+00  0.000E+00
  -9.607  0.000E+00  0.000E+00
  -9.597  0.000E+00  0.000E+00
  -9.587  0.000E+00  0.000E+00
  -9.577  0.000E+00  0.000E+00
  -9.567  0.000E+00  0.000E+00
  -9.557  0.000E+00  0.000E+00
  -9.547  0.000E+00  0.000E+00
  -9.537  0.000E+00  0.000E+00
  -9.527  0.000E+00  0.000E+00
  -9.517  0.000E+00  0.000E+00
  -9.507  0.000E+00  0.000E+00
  -9.497  0.000E+00  0.000E+00
  -9.487  0.000E+00  0.000E+00
  -9.477  0.000E+00  0.000E+00
  -9.467  0.000E+00  0.000E+00
  -9.457  0.000E+00  0.000E+00
  -9.447  0.000E+00  0.000E+00
  -9.437  0.000E+00  0.000E+00
  -9.427  0.000E+00  0.000E+00
  -9.417  0.000E+00  0.000E+00
  -9.407  0.000E+00  0.000E+00
  -9.397  0.000E+00  0.000E+00
  -9.387  0.000E+00  0.000E+00
  -9.377  0.000E+00  0.000E+00
  -9.367  0.000E+00  0.000E+00
  -9.357  0.000E+00  0.000E+00
  -9.347  0.000E+00  0.000E+00
  -9.337  0.000E+00  0.000E+00
  -9.327  0.000E+00  0.000E+00
  -9.317  0.000E+00  0.000E+00
  -9.307  0.000E+00  0.000E+00
  -9.297  0.000E+00  0.000E+00
  -9.287  0.000E+00  0.000E+00
  -9.277  0.000E+00  0.000E+00
  -9.267  0.000E+00  0.000E+00
  -9.257  0.000E+00  0.000E+00
  -9.247  0.000E+00  0.000E+00
  -9.237  0.000E+00  0.000E+00
  -9.227  0.000E+00  0.000E+00
  -9.217  0.000E+00  0.000E+00
  -9.207  0.000E+00  0.000E+00
  -9.197  0.000E+00  0.000E+00
  -9.187  0.000E+00  0.000E+00
  -9.177  0.000E+00  0.000E+00
  -9.167  0.000E+00  0.000E+00
  -9.157  0.000E+00  0.000E+00
  -9.147  0.000E+00  0.000E+00
  -9.137  0.000E+00  0.000E+00
  -9.127  0.000E+00  0.000E+00
  -9.117  0.000E+00  0.000E+00
  -9.107  0.000E+00  0.000E+00
  -9.097  0.000E+00  0.000E+00
  -9.087  0.000E+00  0.000E+00
  -9.077  0.000E+00  0.000E+00
  -9.067  0.000E+00  0.000E+00
  -9.057  0.000E+00  0.000E+00
  -9.047  0.000E+00  0.000E+00
  -9.037  0.000E+00  0.000E+00
  -9.027  0.000E+00  0.000E+00
  -9.017  0.000E+00  0.000E+00
  -9.007  0.000E+00  0.000E+00
  -8.997  0.000E+00  0.000E+00
  -8.987  0.000E+00  0.000E+00
  -8.977  0.000E+00  0.000E+00
  -8.967  0.000E+00  0.000E+00
  -8.957  0.000E+00  0.000E+00
  -8.947  0.000E+00  0.000E+00
  -8.937  0.000E+00  0.000E+00
  -8.927  0.000E+00  0.000E+00
  -8.917  0.000E+00  0.000E+00
  -8.907  0.000E+00  0.000E+00
  -8.897  0.000E+00  0.000E+00
  -8.887  0.000E+00  0.000E+00
  -8.877  0.000E+00  0.000E+00
  -8.867  0.000E+00  0.000E+00
  -8.857  0.000E+00  0.000E+00
  -8.847  0.000E+00  0.000E+00
  -8.837  0.000E+00  0.000E+00
  -8.827  0.000E+00  0.000E+00
  -8.817  0.000E+00  0.000E+00
  -8.807  0.000E+00  0.000E+00
  -8.797  0.000E+00  0.000E+00
  -8.787  0.000E+00  0.000E+00
  -8.777  0.000E+00  0.000E+00
  -8.767  0.000E+00  0.000E+00
  -8.757  0.000E+00  0.000E+00
  -8.747  0.000E+00  0.000E+00
  -8.737  0.000E+00  0.000E+00
  -8.727  0.000E+00  0.000E+00
  -8.717  0.000E+00  0.000E+00
  -8.707  0.000E+00  0.000E+00
  -8.697  0.000E+00  0.000E+00
  -8.687  0.000E+00  0.000E+00
  -8.677  0.000E+00  0.000E+00
  -8.667  0.000E+00  0.000E+00
  -8.657  0.000E+00  0.000E+00
  -8.647  0.000E+00  0.000E+00
  -8.637  0.000E+00  0.000E+00
  -8.627  0.000E+00  0.000E+00
  -8.617  0.000E+00  0.000E+00
  -8.607  0.000E+00  0.000E+00
  -8.597  0.000E+00  0.000E+00
  -8.587  0.000E+00  0.000E+00
  -8.577  0.000E+00  0.000E+00
  -8.567  0.000E+00  0.000E+00
  -8.557  0.000E+00  0.000E+00
  -8.547  0.000E+00  0.000E+00
  -8.537  0.000E+00  0.000E+00
  -8.527  0.000E+00  0.000E+00
  -8.517  0.000E+00  0.000E+00
  -8.507  0.000E+00  0.000E+00
  -8.497  0.000E+00  0.000E+00
  -8.487  0.000E+00  0.000E+00
  -8.477  0.000E+00  0.000E+00
  -8.467  0.000E+00  0.000E+00
  -8.457  0.000E+00  0.000E+00
  -8.447  0.000E+00  0.000E+00
  -8.437  0.000E+00  0.000E+00
  -8.427  0.000E+00  0.000E+00
  -8.417  0.000E+00  0.000E+00
  -8.407  0.000E+00  0.000E+00
  -8.397  0.000E+00  0.000E+00
  -8.387  0.000E+00  0.000E+00
  -8.377  0.000E+00  0.000E+00
  -8.367  0.000E+00  0.000E+00
  -8.357  0.000E+00  0.000E+00
  -8.347  0.000E+00  0.000E+00
  -8.337  0.000E+00  0.000E+00
  -8.327  0.000E+00  0.000E+00
  -8.317  0.000E+00  0.000E+00
  -8.307  0.000E+00  0.000E+00
  -8.297  0.000E+00  0.000E+00
  -8.287  0.000E+00  0.000E+00
  -8.277  0.000E+00  0.000E+00
  -8.267  0.000E+00  0.000E+00
  -8.257  0.000E+00  0.000E+00
  -8.247  0.000E+00  0.000E+00
  -8.237  0.000E+00  0.000E+00
  -8.227  0.000E+00  0.000E+00
  -8.217  0.000E+00  0.000E+00
  -8.207  0.000E+00  0.000E+00
  -8.197  0.000E+00  0.000E+00
  -8.187  0.000E+00  0.000E+00
  -8.177  0.000E+00  0.000E+00
  -8.167  0.000E+00  0.000E+00
  -8.157  0.000E+00  0.000E+00
  -8.147  0.000E+00  0.000E+00
  -8.137  0.000E+00  0.000E+00
  -8.127  0.000E+00  0.000E+00
  -8.117  0.000E+00  0.000E+00
  -8.107  0.000E+00  0.000E+00
  -8.097  0.000E+00  0.000E+00
  -8.087  0.000E+00  0.000E+00
  -8.077  0.000E+00  0.000E+00
  -8.067  0.000E+00  0.000E+00
  -8.057  0.000E+00  0.000E+00
  -8.047  0.000E+00  0.000E+00
  -8.037  0.000E+00  0.000E+00
  -8.027  0.000E+00  0.000E+00
  -8.017  0.000E+00  0.000E+00
  -8.007  0.000E+00  0.000E+00
  -7.997  0.000E+00  0.000E+00
  -7.987  0.000E+00  0.000E+00
  -7.977  0.000E+00  0.000E+00
  -7.967  0.000E+00  0.000E+00
  -7.957  0.000E+00  0.000E+00
  -7.947  0.000E+00  0.000E+00
  -7.937  0.000E+00  0.000E+00
  -7.927  0.000E+00  0.000E+00
  -7.917  0.000E+00  0.000E+00
  -7.907  0.000E+00  0.000E+00
  -7.897  0.000E+00  0.000E+00
  -7.887  0.000E+00  0.000E+00
  -7.877  0.000E+00  0.000E+00
  -7.867  0.000E+00  0.000E+00
  -7.857  0.000E+00  0.000E+00
  -7.847  0.000E+00  0.000E+00
  -7.837  0.000E+00  0.000E+00
  -7.827  0.000E+00  0.000E+00
  -7.817  0.000E+00  0.000E+00
  -7.807  0.000E+00  0.000E+00
  -7.797  0.000E+00  0.000E+00
  -7.787  0.000E+00  0.000E+00
  -7.777  0.000E+00  0.000E+00
  -7.767  0.000E+00  0.000E+00
  -7.757  0.000E+00  0.000E+00
  -7.747  0.000E+00  0.000E+00
  -7.737  0.000E+00  0.000E+00
  -7.727  0.000E+00  0.000E+00
  -7.717  0.000E+00  0.000E+00
  -7.707  0.000E+00  0.000E+00
  -7.697  0.000E+00  0.000E+00
  -7.687  0.000E+00  0.000E+00
  -7.677  0.000E+00  0.000E+00
  -7.667  0.000E+00  0.000E+00
  -7.657  0.000E+00  0.000E+00
  -7.647  0.000E+00  0.000E+00
  -7.637  0.000E+00  0.000E+00
  -7.627  0.000E+00  0.000E+00
  -7.617  0.000E+00  0.000E+00
  -7.607  0.000E+00  0.000E+00
  -7.597  0.000E+00  0.000E+00
  -7.587  0.000E+00  0.000E+00
  -7.577  0.000E+00  0.000E+00
  -7.567  0.000E+00  0.000E+00
  -7.557  0.000E+00  0.000E+00
  -7.547  0.000E+00  0.000E+00
  -7.537  0.000E+00  0.000E+00
  -7.527  0.000E+00  0.000E+00
  -7.517  0.000E+00  0.000E+00
  -7.507  0.000E+00  0.000E+00
  -7.497  0.000E+00  0.000E+00
  -7.487  0.000E+00  0.000E+00
  -7.477  0.000E+00  0.000E+00
  -7.467  0.000E+00  0.000E+00
  -7.457  0.000E+00  0.000E+00
  -7.447  0.000E+00  0.000E+00
  -7.437  0.000E+00  0.000E+00
  -7.427  0.000E+00  0.000E+00
  -7.417  0.000E+00  0.000E+00
  -7.407  0.000E+00  0.000E+00
  -7.397  0.000E+00  0.000E+00
  -7.387  0.000E+00  0.000E+00
  -7.377  0.000E+00  0.000E+00
  -7.367  0.000E+00  0.000E+00
  -7.357  0.000E+00  0.000E+00
  -7.347  0.000E+00  0.000E+00
  -7.337  0.000E+00  0.000E+00
  -7.327  0.000E+00  0.000E+00
  -7.317  0.000E+00  0.000E+00
  -7.307  0.000E+00  0.000E+00
  -7.297  0.302E-10  0.295E-10
  -7.287  0.189E-09  0.185E-09
  -7.277  0.903E-09  0.883E-09
  -7.267  0.380E-08  0.371E-08
  -7.257  0.152E-07  0.149E-07
  -7.247  0.582E-07  0.569E-07
  -7.237  0.214E-06  0.209E-06
  -7.227  0.752E-06  0.736E-06
  -7.217  0.254E-05  0.248E-05
  -7.207  0.821E-05  0.803E-05
  -7.197  0.254E-04  0.249E-04
  -7.187  0.756E-04  0.740E-04
  -7.177  0.216E-03  0.211E-03
  -7.167  0.590E-03  0.577E-03
  -7.157  0.155E-02  0.151E-02
  -7.147  0.389E-02  0.380E-02
  -7.137  0.937E-02  0.917E-02
  -7.127  0.217E-01  0.212E-01
  -7.117  0.482E-01  0.471E-01
  -7.107  0.103E+00  0.100E+00
  -7.097  0.210E+00  0.205E+00
  -7.087  0.412E+00  0.403E+00
  -7.077  0.776E+00  0.759E+00
  -7.067  0.140E+01  0.137E+01
  -7.057  0.244E+01  0.239E+01
  -7.047  0.408E+01  0.399E+01
  -7.037  0.655E+01  0.640E+01
  -7.027  0.101E+02  0.989E+01
  -7.017  0.150E+02  0.147E+02
  -7.007  0.215E+02  0.210E+02
  -6.997  0.297E+02  0.290E+02
  -6.987  0.395E+02  0.386E+02
  -6.977  0.507E+02  0.496E+02
  -6.967  0.630E+02  0.615E+02
  -6.957  0.757E+02  0.740E+02
  -6.947  0.883E+02  0.863E+02
  -6.937  0.100E+03  0.977E+02
  -6.927  0.110E+03  0.108E+03
  -6.917  0.119E+03  0.117E+03
  -6.907  0.126E+03  0.123E+03
  -6.897  0.132E+03  0.129E+03
  -6.887  0.137E+03  0.133E+03
  -6.877  0.141E+03  0.137E+03
  -6.867  0.144E+03  0.141E+03
  -6.857  0.148E+03  0.145E+03
  -6.847  0.152E+03  0.148E+03
  -6.837  0.155E+03  0.151E+03
  -6.827  0.157E+03  0.153E+03
  -6.817  0.157E+03  0.153E+03
  -6.807  0.153E+03  0.150E+03
  -6.797  0.146E+03  0.143E+03
  -6.787  0.136E+03  0.133E+03
  -6.777  0.122E+03  0.119E+03
  -6.767  0.107E+03  0.104E+03
  -6.757  0.895E+02  0.873E+02
  -6.747  0.724E+02  0.706E+02
  -6.737  0.564E+02  0.550E+02
  -6.727  0.422E+02  0.412E+02
  -6.717  0.304E+02  0.296E+02
  -6.707  0.210E+02  0.205E+02
  -6.697  0.140E+02  0.136E+02
  -6.687  0.891E+01  0.869E+01
  -6.677  0.546E+01  0.533E+01
  -6.667  0.321E+01  0.313E+01
  -6.657  0.181E+01  0.177E+01
  -6.647  0.984E+00  0.959E+00
  -6.637  0.512E+00  0.499E+00
  -6.627  0.256E+00  0.249E+00
  -6.617  0.123E+00  0.119E+00
  -6.607  0.564E-01  0.549E-01
  -6.597  0.249E-01  0.242E-01
  -6.587  0.105E-01  0.103E-01
  -6.577  0.428E-02  0.417E-02
  -6.567  0.167E-02  0.163E-02
  -6.557  0.625E-03  0.609E-03
  -6.547  0.224E-03  0.218E-03
  -6.537  0.772E-04  0.752E-04
  -6.527  0.255E-04  0.249E-04
  -6.517  0.808E-05  0.788E-05
  -6.507  0.247E-05  0.240E-05
  -6.497  0.748E-06  0.730E-06
  -6.487  0.311E-06  0.306E-06
  -6.477  0.417E-06  0.415E-06
  -6.467  0.116E-05  0.115E-05
  -6.457  0.344E-05  0.344E-05
  -6.447  0.993E-05  0.992E-05
  -6.437  0.275E-04  0.274E-04
  -6.427  0.729E-04  0.728E-04
  -6.417  0.185E-03  0.185E-03
  -6.407  0.452E-03  0.451E-03
  -6.397  0.106E-02  0.105E-02
  -6.387  0.237E-02  0.236E-02
  -6.377  0.508E-02  0.508E-02
  -6.367  0.105E-01  0.105E-01
  -6.357  0.207E-01  0.207E-01
  -6.347  0.392E-01  0.392E-01
  -6.337  0.714E-01  0.713E-01
  -6.327  0.125E+00  0.124E+00
  -6.317  0.209E+00  0.208E+00
  -6.307  0.336E+00  0.335E+00
  -6.297  0.519E+00  0.518E+00
  -6.287  0.770E+00  0.769E+00
  -6.277  0.110E+01  0.110E+01
  -6.267  0.151E+01  0.151E+01
  -6.257  0.199E+01  0.199E+01
  -6.247  0.254E+01  0.253E+01
  -6.237  0.311E+01  0.311E+01
  -6.227  0.369E+01  0.368E+01
  -6.217  0.423E+01  0.422E+01
  -6.207  0.469E+01  0.468E+01
  -6.197  0.506E+01  0.505E+01
  -6.187  0.531E+01  0.531E+01
  -6.177  0.546E+01  0.545E+01
  -6.167  0.550E+01  0.549E+01
  -6.157  0.547E+01  0.546E+01
  -6.147  0.538E+01  0.537E+01
  -6.137  0.528E+01  0.527E+01
  -6.127  0.518E+01  0.517E+01
  -6.117  0.509E+01  0.508E+01
  -6.107  0.502E+01  0.501E+01
  -6.097  0.498E+01  0.497E+01
  -6.087  0.495E+01  0.494E+01
  -6.077  0.494E+01  0.493E+01
  -6.067  0.493E+01  0.492E+01
  -6.057  0.492E+01  0.491E+01
  -6.047  0.492E+01  0.491E+01
  -6.037  0.492E+01  0.491E+01
  -6.027  0.493E+01  0.492E+01
  -6.017  0.494E+01  0.494E+01
  -6.007  0.497E+01  0.496E+01
  -5.997  0.500E+01  0.500E+01
  -5.987  0.504E+01  0.503E+01
  -5.977  0.508E+01  0.507E+01
  -5.967  0.512E+01  0.511E+01
  -5.957  0.516E+01  0.515E+01
  -5.947  0.521E+01  0.520E+01
  -5.937  0.527E+01  0.526E+01
  -5.927  0.537E+01  0.536E+01
  -5.917  0.550E+01  0.549E+01
  -5.907  0.568E+01  0.567E+01
  -5.897  0.592E+01  0.591E+01
  -5.887  0.622E+01  0.621E+01
  -5.877  0.658E+01  0.657E+01
  -5.867  0.701E+01  0.700E+01
  -5.857  0.752E+01  0.750E+01
  -5.847  0.812E+01  0.811E+01
  -5.837  0.885E+01  0.884E+01
  -5.827  0.975E+01  0.973E+01
  -5.817  0.108E+02  0.108E+02
  -5.807  0.122E+02  0.121E+02
  -5.797  0.137E+02  0.137E+02
  -5.787  0.154E+02  0.154E+02
  -5.777  0.172E+02  0.172E+02
  -5.767  0.191E+02  0.191E+02
  -5.757  0.208E+02  0.208E+02
  -5.747  0.223E+02  0.223E+02
  -5.737  0.234E+02  0.234E+02
  -5.727  0.241E+02  0.240E+02
  -5.717  0.242E+02  0.241E+02
  -5.707  0.238E+02  0.238E+02
  -5.697  0.230E+02  0.230E+02
  -5.687  0.219E+02  0.218E+02
  -5.677  0.205E+02  0.205E+02
  -5.667  0.191E+02  0.191E+02
  -5.657  0.177E+02  0.176E+02
  -5.647  0.164E+02  0.164E+02
  -5.637  0.153E+02  0.153E+02
  -5.627  0.145E+02  0.145E+02
  -5.617  0.139E+02  0.139E+02
  -5.607  0.136E+02  0.136E+02
  -5.597  0.136E+02  0.136E+02
  -5.587  0.138E+02  0.137E+02
  -5.577  0.141E+02  0.141E+02
  -5.567  0.147E+02  0.146E+02
  -5.557  0.152E+02  0.152E+02
  -5.547  0.158E+02  0.158E+02
  -5.537  0.164E+02  0.163E+02
  -5.527  0.168E+02  0.167E+02
  -5.517  0.170E+02  0.170E+02
  -5.507  0.170E+02  0.169E+02
  -5.497  0.168E+02  0.167E+02
  -5.487  0.163E+02  0.163E+02
  -5.477  0.157E+02  0.157E+02
  -5.467  0.150E+02  0.150E+02
  -5.457  0.143E+02  0.142E+02
  -5.447  0.135E+02  0.135E+02
  -5.437  0.128E+02  0.128E+02
  -5.427  0.122E+02  0.122E+02
  -5.417  0.117E+02  0.117E+02
  -5.407  0.113E+02  0.112E+02
  -5.397  0.109E+02  0.109E+02
  -5.387  0.107E+02  0.106E+02
  -5.377  0.105E+02  0.105E+02
  -5.367  0.104E+02  0.104E+02
  -5.357  0.104E+02  0.104E+02
  -5.347  0.105E+02  0.105E+02
  -5.337  0.108E+02  0.107E+02
  -5.327  0.112E+02  0.112E+02
  -5.317  0.119E+02  0.119E+02
  -5.307  0.128E+02  0.128E+02
  -5.297  0.140E+02  0.139E+02
  -5.287  0.153E+02  0.153E+02
  -5.277  0.169E+02  0.168E+02
  -5.267  0.185E+02  0.185E+02
  -5.257  0.201E+02  0.201E+02
  -5.247  0.216E+02  0.215E+02
  -5.237  0.228E+02  0.227E+02
  -5.227  0.236E+02  0.235E+02
  -5.217  0.238E+02  0.238E+02
  -5.207  0.236E+02  0.235E+02
  -5.197  0.228E+02  0.227E+02
  -5.187  0.215E+02  0.214E+02
  -5.177  0.198E+02  0.198E+02
  -5.167  0.179E+02  0.179E+02
  -5.157  0.159E+02  0.158E+02
  -5.147  0.139E+02  0.138E+02
  -5.137  0.120E+02  0.119E+02
  -5.127  0.103E+02  0.102E+02
  -5.117  0.883E+01  0.881E+01
  -5.107  0.770E+01  0.768E+01
  -5.097  0.688E+01  0.686E+01
  -5.087  0.638E+01  0.636E+01
  -5.077  0.624E+01  0.621E+01
  -5.067  0.649E+01  0.645E+01
  -5.057  0.721E+01  0.715E+01
  -5.047  0.850E+01  0.842E+01
  -5.037  0.105E+02  0.104E+02
  -5.027  0.134E+02  0.132E+02
  -5.017  0.173E+02  0.170E+02
  -5.007  0.223E+02  0.220E+02
  -4.997  0.287E+02  0.283E+02
  -4.987  0.363E+02  0.358E+02
  -4.977  0.452E+02  0.445E+02
  -4.967  0.552E+02  0.543E+02
  -4.957  0.658E+02  0.648E+02
  -4.947  0.768E+02  0.756E+02
  -4.937  0.874E+02  0.860E+02
  -4.927  0.971E+02  0.955E+02
  -4.917  0.105E+03  0.103E+03
  -4.907  0.111E+03  0.109E+03
  -4.897  0.114E+03  0.112E+03
  -4.887  0.113E+03  0.112E+03
  -4.877  0.110E+03  0.108E+03
  -4.867  0.103E+03  0.102E+03
  -4.857  0.940E+02  0.926E+02
  -4.847  0.831E+02  0.819E+02
  -4.837  0.711E+02  0.701E+02
  -4.827  0.589E+02  0.581E+02
  -4.817  0.474E+02  0.467E+02
  -4.807  0.370E+02  0.365E+02
  -4.797  0.281E+02  0.277E+02
  -4.787  0.208E+02  0.205E+02
  -4.777  0.152E+02  0.150E+02
  -4.767  0.110E+02  0.109E+02
  -4.757  0.810E+01  0.802E+01
  -4.747  0.613E+01  0.607E+01
  -4.737  0.488E+01  0.484E+01
  -4.727  0.414E+01  0.412E+01
  -4.717  0.375E+01  0.374E+01
  -4.707  0.360E+01  0.358E+01
  -4.697  0.358E+01  0.357E+01
  -4.687  0.366E+01  0.364E+01
  -4.677  0.377E+01  0.376E+01
  -4.667  0.389E+01  0.388E+01
  -4.657  0.399E+01  0.398E+01
  -4.647  0.404E+01  0.403E+01
  -4.637  0.402E+01  0.401E+01
  -4.627  0.392E+01  0.390E+01
  -4.617  0.372E+01  0.371E+01
  -4.607  0.344E+01  0.342E+01
  -4.597  0.308E+01  0.307E+01
  -4.587  0.267E+01  0.266E+01
  -4.577  0.224E+01  0.223E+01
  -4.567  0.181E+01  0.180E+01
  -4.557  0.141E+01  0.141E+01
  -4.547  0.106E+01  0.106E+01
  -4.537  0.767E+00  0.764E+00
  -4.527  0.533E+00  0.531E+00
  -4.517  0.356E+00  0.355E+00
  -4.507  0.229E+00  0.228E+00
  -4.497  0.141E+00  0.141E+00
  -4.487  0.836E-01  0.833E-01
  -4.477  0.475E-01  0.474E-01
  -4.467  0.259E-01  0.258E-01
  -4.457  0.136E-01  0.135E-01
  -4.447  0.681E-02  0.679E-02
  -4.437  0.328E-02  0.327E-02
  -4.427  0.152E-02  0.151E-02
  -4.417  0.671E-03  0.669E-03
  -4.407  0.285E-03  0.284E-03
  -4.397  0.116E-03  0.116E-03
  -4.387  0.452E-04  0.451E-04
  -4.377  0.169E-04  0.169E-04
  -4.367  0.606E-05  0.604E-05
  -4.357  0.208E-05  0.208E-05
  -4.347  0.686E-06  0.684E-06
  -4.337  0.216E-06  0.216E-06
  -4.327  0.655E-07  0.652E-07
  -4.317  0.190E-07  0.189E-07
  -4.307  0.527E-08  0.525E-08
  -4.297  0.140E-08  0.140E-08
  -4.287  0.357E-09  0.355E-09
  -4.277  0.871E-10  0.868E-10
  -4.267  0.198E-10  0.198E-10
  -4.257  0.389E-11  0.387E-11
  -4.247  0.000E+00  0.000E+00
  -4.237  0.000E+00  0.000E+00
  -4.227  0.000E+00  0.000E+00
  -4.217  0.000E+00  0.000E+00
  -4.207  0.000E+00  0.000E+00
  -4.197  0.000E+00  0.000E+00
  -4.187  0.000E+00  0.000E+00
  -4.177  0.000E+00  0.000E+00
  -4.167  0.000E+00  0.000E+00
  -4.157  0.000E+00  0.000E+00
  -4.147  0.000E+00  0.000E+00
  -4.137  0.000E+00  0.000E+00
  -4.127  0.000E+00  0.000E+00
  -4.117  0.000E+00  0.000E+00
  -4.107  0.000E+00  0.000E+00
  -4.097  0.000E+00  0.000E+00
  -4.087  0.000E+00  0.000E+00
  -4.077  0.000E+00  0.000E+00
  -4.067  0.000E+00  0.000E+00
  -4.057  0.000E+00  0.000E+00
  -4.047  0.000E+00  0.000E+00
  -4.037  0.000E+00  0.000E+00
  -4.027  0.000E+00  0.000E+00
  -4.017  0.000E+00  0.000E+00
  -4.007  0.000E+00  0.000E+00
  -3.997  0.000E+00  0.000E+00
  -3.987  0.000E+00  0.000E+00
  -3.977  0.000E+00  0.000E+00
  -3.967  0.000E+00  0.000E+00
  -3.957  0.000E+00  0.000E+00
  -3.947  0.000E+00  0.000E+00
  -3.937  0.000E+00  0.000E+00
  -3.927  0.000E+00  0.000E+00
  -3.917  0.000E+00  0.000E+00
  -3.907  0.000E+00  0.000E+00
  -3.897  0.000E+00  0.000E+00
  -3.887  0.000E+00  0.000E+00
  -3.877  0.000E+00  0.000E+00
  -3.867  0.000E+00  0.000E+00
  -3.857  0.000E+00  0.000E+00
  -3.847  0.000E+00  0.000E+00
  -3.837  0.000E+00  0.000E+00
  -3.827  0.000E+00  0.000E+00
  -3.817  0.000E+00  0.000E+00
  -3.807  0.000E+00  0.000E+00
  -3.797  0.000E+00  0.000E+00
  -3.787  0.000E+00  0.000E+00
  -3.777  0.000E+00  0.000E+00
  -3.767  0.000E+00  0.000E+00
  -3.757  0.000E+00  0.000E+00
  -3.747  0.000E+00  0.000E+00
